Kreis	Gemeinde	Typ	Hersteller	Nabenhöhe	Rotordurchmesser	Schallleistung	Leistung	Leistungsbezug	Ostwert	Nordwert	Genehmigt_am	Inbetriebnahme	Status	BST_Nr	ANL_Nr	Datendatum	Datenquelle	Status Art	Leistungseinheit	UTM Zone	Laengengrad_Dezimal	Breitengrad_Dezimal	Laengengrad	Breitenengrad
Schleswig-Flensburg	Sieverstedt	Vestas V-112 / 3.3 MW	Vestas	94	112	106,5 dB(A) / 106,5 dB(A)	3300	kW Nennleist. Rotor.	527947	6055267	21012014	1122014	in Betrieb	59159326861	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.64403231686561	9.433062558435529	54:38:38.5	9:25:59.0
Schleswig-Flensburg	Sieverstedt	Vestas V-112 / 3.3 MW	Vestas	94	112	106,5 dB(A) / 104,5 dB(A)	3300	kW Nennleist. Rotor.	527995	6054920	21012014	1122014	in Betrieb	59159326862	0003	3012023	LLUR SH, Abtl. 7	aktiv		32	54.640911271794074	9.433773135987801	54:38:27.3	9:26:1.6
Schleswig-Flensburg	Sieverstedt	Vestas V-112 / 3.3 MW	Vestas	94	112	106,5 dB(A) / 102,0 dB(A)	3300	kW Nennleist. Rotor.	528575	6055600	21012014	1122014	in Betrieb	59159326863	0004	3012023	LLUR SH, Abtl. 7	aktiv		32	54.64698970046027	9.442826160319784	54:38:49.2	9:26:34.2
Schleswig-Flensburg	Sieverstedt	Vestas V-112 / 3.3 MW	Vestas	94	112	106,5 dB(A) / 102,0 dB(A)	3300	kW Nennleist. Rotor.	528863	6055435	21012014	1122014	in Betrieb	59159326863	0006	3012023	LLUR SH, Abtl. 7	aktiv		32	54.645490501858234	9.44727286006914	54:38:43.8	9:26:50.2
Schleswig-Flensburg	Sieverstedt	Vestas V-112 / 3.3 MW	Vestas	94	112	106,5 dB(A) / 102,0 dB(A)	3300	kW Nennleist. Rotor.	528661	6055147	21012014	1122014	in Betrieb	59159326864	0005	3012023	LLUR SH, Abtl. 7	aktiv		32	54.64291385510079	9.444114476889792	54:38:34.5	9:26:38.8
Schleswig-Flensburg	Sörup	Nordex N117	Nordex	91	117	"HZ /dB(A) | 63/77 | 125/84,3 | 250/87,4 | 500/87,6 | 1000/88,9 | 2000/90,9 | 4000/87,2 | 8000/76,4 | SLP=96 dB(A)	"	3600	kW Nennleist. Rotor.	543468	6065617	22042020	24062022	in Betrieb	59161000025	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.73594153877534	9.675100513324361	54:44:9.4	9:40:30.4
Schleswig-Flensburg	Sörup	Nordex N117	Nordex	91	117	"HZ /dB(A) | 63/79,6 | 125/87,2 | 250/90,1 | 500/89,8 | 1000/91,4 | 2000/93,2 | 4000/92,1 | 8000/83,4 | SLP=99,0 dB(A)
"	3600	kW Nennleist. Rotor.	543670	6065279	22042020	24062022	in Betrieb	59161000025	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.7328867028127	9.678186795662592	54:43:58.4	9:40:41.5
Schleswig-Flensburg	Sörup	Nordex N117	Nordex	91	116,8	HZ /dB(A) | 63/81,9 | 125/89,5 | 250/92,4 | 500/92,1 | 1000/93,7 | 2000/95,5 | 4000/94,4 | 8000/85,7 | SLP=101,3 dB(A)	3600	kW Nennleist. Rotor.	544058	6065196	9062020	9122021	in Betrieb	59161000027	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.732107003094356	9.684199319681191	54:43:55.6	9:41:3.1
Schleswig-Flensburg	Sörup	Nordex N117	Nordex	91	116,8	HZ /dB(A) | 63/84,4 | 125/90,7 | 250/94,3 | 500/94,9 | 1000/97 | 2000/98,1 | 4000/97,6 | 8000/88,1 | SLP=104 dB(A)	3600	kW Nennleist. Rotor.	544393	6065420	9062020	9122021	in Betrieb	59161000027	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.73409044122929	9.6894354645272	54:44:2.7	9:41:22.0
Schleswig-Flensburg	Sörup	Nordex N117	Nordex	91	116,8	HZ /dB(A) | 63/85,6 | 125/91,1 | 250/94,2 | 500/94,7 | 1000/96,4 | 2000/97,6 | 4000/96,2 | 8000/84,6 | SLP=103,4 dB(A)	3600	kW Nennleist. Rotor.	544515	6065133	9062020	9122021	in Betrieb	59161000027	0003	3012023	LLUR SH, Abtl. 7	aktiv		32	54.73150062573918	9.691286099191444	54:43:53.4	9:41:28.6
Schleswig-Flensburg	Sörup	REpower MM92	REpower	80	92,5	104,2 dB(A) / 103,0 dB(A)	2050	kW Nennleist. Rotor.	543378	6066255	24072014	21042015	in Betrieb	59161335256	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.741682500127375	9.67379797761779	54:44:30.1	9:40:25.7
Schleswig-Flensburg	Sörup	REpower MM92	REpower	80	92,5	104,2 dB(A) / 103,0 dB(A)	2050	kW Nennleist. Rotor.	543329	6065962	24072014	5052015	in Betrieb	59161335256	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.7390537732568	9.672993260706917	54:44:20.6	9:40:22.8
Schleswig-Flensburg	Sörup	REpower MM92	REpower	80	92,5	104,2 dB(A) / 101,5 dB(A)	2050	kW Nennleist. Rotor.	543074	6065782	24072014	12052015	in Betrieb	59161335256	0003	3012023	LLUR SH, Abtl. 7	aktiv		32	54.73745817136767	9.669006204761779	54:44:14.8	9:40:8.4
Schleswig-Flensburg	Sörup	REpower MM92	REpower	80	92,5	104,2 dB(A) / 99,5 dB(A)	2050	kW Nennleist. Rotor.	542810	6065758	24072014	18052015	in Betrieb	59161335256	0004	3012023	LLUR SH, Abtl. 7	aktiv		32	54.73726505200221	9.664902650037378	54:44:14.2	9:39:53.6
Schleswig-Flensburg	Sörup	REpower MM92	REpower	80	92,5	104,2 dB(A) / 103,0 dB(A)	2050	kW Nennleist. Rotor.	543348	6065073	24072014	19052015	in Betrieb	59161335256	0006	3012023	LLUR SH, Abtl. 7	aktiv		32	54.73106340778504	9.673155895290767	54:43:51.8	9:40:23.4
Schleswig-Flensburg	Sörup	REpower MM92	REpower	80	92,5	104,2 dB(A) / 104,2 dB(A)	2050	kW Nennleist. Rotor.	542574	6065667	24072014	17072015	in Betrieb	59161335257	0005	3012023	LLUR SH, Abtl. 7	aktiv		32	54.73646734697559	9.66122417512229	54:44:11.3	9:39:40.4
Schleswig-Flensburg	Sollerup	Enercon E-138 EP3 E2	Enercon	80,26	138,25	HZ /dB(A) | 63/84,1 | 125/89,5 | 250/92,1 | 500/94,4 | 1000/96,4 | 2000/97,9 | 4000/93,9 | 8000/79,5 | SLP=102,7 dB(A)	4200	kW Nennleist. Rotor.	519799	6046366			im Gen.Verf.	59162000002	0001	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.56442566718598	9.306203898060012	54:33:51.9	9:18:22.3
Schleswig-Flensburg	Sollerup	Enercon E-138 EP3 E2	Enercon	80,26	138,25	HZ /dB(A) | 63/84,1 | 125/89,5 | 250/92,1 | 500/94,4 | 1000/96,4 | 2000/97,9 | 4000/93,9 | 8000/79,5 | SLP=102,7 dB(A)	4200	kW Nennleist. Rotor.	520022	6046125			im Gen.Verf.	59162000002	0002	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.56225103868818	9.309636265599327	54:33:44.1	9:18:34.7
Schleswig-Flensburg	Sollerup	Enercon E-138 EP3 E2	Enercon	80,26	138,25	HZ /dB(A) | 63/84,1 | 125/89,5 | 250/92,1 | 500/94,4 | 1000/96,4 | 2000/97,9 | 4000/93,9 | 8000/79,5 | SLP=102,7 dB(A)	4200	kW Nennleist. Rotor.	520303	6045949			im Gen.Verf.	59162000002	0003	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.56065813998197	9.313969651378793	54:33:38.4	9:18:50.3
Schleswig-Flensburg	Sollerup	Enercon E-138 EP3 E2	Enercon	80,26	138,25	HZ /dB(A) | 63/83,5 | 125/88,9 | 250/91,6 | 500/93,8 | 1000/95,4 | 2000/96,5 | 4000/92,6 | 8000/78,9 | SLP=101,7 dB(A)	4200	kW Nennleist. Rotor.	520169	6045659			im Gen.Verf.	59162000002	0004	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.55805728466382	9.311877594772376	54:33:29.0	9:18:42.8
Schleswig-Flensburg	Stoltebüll	Tacke TW-600	Tacke	50	43	101	600	kW Nennleist. Rotor.	556472	6058475	5011995	21071995	in Betrieb	59168259306	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.67047245147963	9.875658590694705	54:40:13.7	9:52:32.4
Schleswig-Flensburg	Stoltebüll	Tacke TW-600	Tacke	50	43	101	600	kW Nennleist. Rotor.	556641	6058351	5011995	21071995	in Betrieb	59168259306	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.66933924053031	9.878254730919444	54:40:9.6	9:52:41.7
Schleswig-Flensburg	Stoltebüll	Tacke TW-600	Tacke	50	43	101	600	kW Nennleist. Rotor.	556435	6058291	5011995	21071995	in Betrieb	59168259306	0003	3012023	LLUR SH, Abtl. 7	aktiv		32	54.66882319685873	9.875049393203254	54:40:7.8	9:52:30.2
Schleswig-Flensburg	Süderhackstedt	Enercon E138	Enercon	111	138	"HZ /dB(A) | 63/89,2 | 125/94,9 | 250/97,8 | 500/100,2 | 1000/101,8 | 2000/102,5 | 4000/97,5 |  SLP=107,7 dB(A)	"	4200	kW Nennleist. Rotor.	517616	6048096	11072019	25052021	in Betrieb	59169000012	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.58005382037412	9.272546596218923	54:34:48.2	9:16:21.2
Schleswig-Flensburg	Süderhackstedt	Enercon E147	Enercon	126	147	HZ /dB(A) | 63/83,5 | 125/90,1 | 250/94,5 | 500/98 | 1000/98,5 | 2000/96,7 | 4000/92,6 | 8000/0 | SLP=103,9 dB(A)	5000	kW Nennleist. Rotor.	517164	6048100	27102020		vor Inbetriebnahme	59169000013	0001	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.580105312887135	9.265553779662092	54:34:48.4	9:15:56.0
Schleswig-Flensburg	Süderhackstedt	Enercon E138	Enercon	111	138	HZ /dB(A) | 63/84,8 | 125/90,3 | 250/92,8 | 500/95,1 | 1000/96,7 | 2000/97,7 | 4000/92,8 | 8000/0 | SLP=102,8 dB(A)	4200	kW Nennleist. Rotor.	517023	6047762	27102020	1042022	in Betrieb	59169000013	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.57707248869079	9.26335272872135	54:34:37.5	9:15:48.1
Schleswig-Flensburg	Tarp	Nordex N133/4.8	Nordex	110	133		4800	kW Nennleist. Rotor.	527753	6055548			im Gen.Verf.	59171000035	0001	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.64656828863796	9.430083114888118	54:38:47.6	9:25:48.3
Schleswig-Flensburg	Wallsbüll	Nordex N149/5.X	Nordex	105	149	HZ /dB(A) | 63/86,4 | 125/92,6 | 250/96,3 | 500/98,9 | 1000/99,6 | 2000/97,1 | 4000/89,5 | 8000/81,5 | SLP=104,7 dB(A)	5700	kW Nennleist. Rotor.	516083	6072265	21122022		vor Inbetriebnahme	59173262064	0001	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.797306870301895	9.250161255151793	54:47:50.3	9:15:0.6
Schleswig-Flensburg	Wallsbüll	Nordex N149/5.X	Nordex	105	149	HZ /dB(A) | 63/85,9 | 125/92,1 | 250/95,8 | 500/98,4 | 1000/99,1 | 2000/96,6 | 4000/89,0 | 8000/81,0 | SLP=104,2 dB(A)	5700	kW Nennleist. Rotor.	516511	6072386	21122022		vor Inbetriebnahme	59173262064	0002	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.798380347928216	9.256825354184272	54:47:54.2	9:15:24.6
Schleswig-Flensburg	Wallsbüll	Nordex N149/5.X	Nordex	105	149	HZ /dB(A) | 63/85,9 | 125/92,1 | 250/95,8 | 500/98,4 | 1000/99,1 | 2000/96,6 | 4000/89 | 8000/81 | SLP=104,2 dB(A)	5700	kW Nennleist. Rotor.	516343	6072024	21122022		vor Inbetriebnahme	59173262064	0003	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.79513268762098	9.254191763713973	54:47:42.5	9:15:15.1
Schleswig-Flensburg	Wallsbüll	Nordex N149/5.X	Nordex	105	149	HZ /dB(A) | 63/86,4 | 125/92,6 | 250/96,3 | 500/98,9 | 1000/99,6 | 2000/97,1 | 4000/89,5 | 8000/81,5 | SLP=104,7 dB(A)	5700	kW Nennleist. Rotor.	516126	6071735	21122022		vor Inbetriebnahme	59173262064	0004	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.792542570325224	9.250800601553586	54:47:33.2	9:15:2.9
Schleswig-Flensburg	Wanderup	Enercon E-82	Enercon	108,3	82	104	2000	kW Nennleist. Rotor.	518644	6059560	7042011	2012012	in Betrieb	59174000001	0013	3012023	LLUR SH, Abtl. 7	aktiv		32	54.683042282221344	9.289181096394838	54:40:59.0	9:17:21.1
Schleswig-Flensburg	Wanderup	Enercon E-82	Enercon	108,3	82	104	2000	kW Nennleist. Rotor.	518664	6058955	7042011	22022012	in Betrieb	59174000001	0014	3012023	LLUR SH, Abtl. 7	aktiv		32	54.677604537968755	9.289452624699024	54:40:39.4	9:17:22.0
Schleswig-Flensburg	Wanderup	Enercon E-82	Enercon	108,3	82	104	2000	kW Nennleist. Rotor.	518670	6058594	7042011	22022012	in Betrieb	59174000001	0015	3012023	LLUR SH, Abtl. 7	aktiv		32	54.67436008473471	9.289522593105541	54:40:27.7	9:17:22.3
Schleswig-Flensburg	Wanderup	REpower 3.2 M 114	REpower	93	114	105,2/104,2	3200	kW Nennleist. Rotor.	518370	6059745	30052014	13022015	in Betrieb	59174000001	0021	3012023	LLUR SH, Abtl. 7	aktiv		32	54.684714903149086	9.28494287346341	54:41:5.0	9:17:5.8
Schleswig-Flensburg	Wanderup	REpower 3.2 M 114	REpower	93	114	105,2/104,2	3200	kW Nennleist. Rotor.	518345	6059380	30052014	13022015	in Betrieb	59174000001	0022	3012023	LLUR SH, Abtl. 7	aktiv		32	54.68143563858901	9.284532154456066	54:40:53.2	9:17:4.3
Schleswig-Flensburg	Wanderup	REpower 3.2 M 114	REpower	93	114	105,2/105,2	3200	kW Nennleist. Rotor.	518323	6058982	30052014	2032015	in Betrieb	59174000001	0023	3012023	LLUR SH, Abtl. 7	aktiv		32	54.67785969759668	9.284165957363129	54:40:40.3	9:17:3.0
Schleswig-Flensburg	Wanderup	REpower 3.2 M 114	REpower	93	114	105,2/105,2	3200	kW Nennleist. Rotor.	518286	6058637	30052014	12032015	in Betrieb	59174000001	0024	3012023	LLUR SH, Abtl. 7	aktiv		32	54.67476059804617	9.283570537554683	54:40:29.1	9:17:0.9
Schleswig-Flensburg	Wanderup	REpower 3.2 M 114	REpower	93	114	105,2/105,2	3200	kW Nennleist. Rotor.	518449	6058326	30052014	18022015	in Betrieb	59174000001	0025	3012023	LLUR SH, Abtl. 7	aktiv		32	54.6719597630412	9.286078582294374	54:40:19.1	9:17:9.9
Schleswig-Flensburg	Wanderup	REpower 6 M	REpower	117	126	109,0 dB(A)	6150	kW Nennleist. Rotor.	520108	6057440	24042013	3092014	in Betrieb	59174000009	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.6639340088546	9.311742402244043	54:39:50.2	9:18:42.3
Schleswig-Flensburg	Wanderup	REpower 6 M	REpower	117	126	109,0 dB(A)	6145	kW Nennleist. Rotor.	520092	6056937	24042013	15082014	in Betrieb	59174000009	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.659414290143935	9.311459771567199	54:39:33.9	9:18:41.3
Schleswig-Flensburg	Wanderup	Nordex N149-5.7	Nordex	125,4	149,1	HZ /dB(A) | 63/80,2 | 125/86,4 | 250/90,1 | 500/92,7 | 1000/93,4 | 2000/90,9 | 4000/83,3 | 8000/ | SLP=98,5 dB(A)	5700	kW Nennleist. Rotor.	520202	6057738	10062021		vor Inbetriebnahme	59174000020	0001	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.66660831269074	9.313220301551771	54:39:59.8	9:18:47.6
Schleswig-Flensburg	Wanderup	Nordex N149-5.7	Nordex	125,4	149,1	HZ /dB(A) | 63/79,2 | 125/85,4 | 250/89,1 | 500/91,7 | 1000/92,4 | 2000/89,9 | 4000/82,3 | 8000/ | SLP=97,5 dB(A)	5700	kW Nennleist. Rotor.	519726	6057016	10062021		vor Inbetriebnahme	59174000020	0002	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.66013869981036	9.305791578482474	54:39:36.5	9:18:20.8
Schleswig-Flensburg	Wanderup	Nordex N133-4.8	Nordex	110	133,2	HZ /dB(A) | 63/82,7 | 125/89,7 | 250/93,5 | 500/94,4 | 1000/94,9 | 2000/93,6 | 4000/89,3 | 8000/80,1 | SLP=101 dB(A)	4800	kW Nennleist. Rotor.	520297	6057191	10062021		vor Inbetriebnahme	59174000020	0003	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.661688724172016	9.31465520217732	54:39:42.1	9:18:52.8
Schleswig-Flensburg	Wanderup		Nordex	82,5	133	WKA nachts aus, tags 105,9 dB	4800	kW Nennleist. Rotor.	518809	6057732			im Gen.Verf.	59174328020	0001	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.66660829753698	9.291622579787047	54:39:59.8	9:17:29.8
Schleswig-Flensburg	Wanderup		Nordex	82,5	133	WKA nachts aus, tags 105,9 dB	4800	kW Nennleist. Rotor.	518855	6060982			im Gen.Verf.	59174328020	0002	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.69581361127922	9.292545700430395	54:41:44.9	9:17:33.2
Schleswig-Flensburg	Wanderup		Nordex	82,5	133	WKA nachts aus, tags 105,9 dB	4800	kW Nennleist. Rotor.	518528	6060461			im Gen.Verf.	59174328020	0003	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.6911436458422	9.287439092676081	54:41:28.1	9:17:14.8
Schleswig-Flensburg	Wanderup	Repower 3.2 M114	Senvion	93	114	105,2/105,2	3200	kW Nennleist. Rotor.	518640	6058040	30052014	16042015	in Betrieb	59174328020	0006	3012023	LLUR SH, Abtl. 7	aktiv		32	54.66938251046334	9.289022022350288	54:40:9.8	9:17:20.5
Schleswig-Flensburg	Wanderup	REpower 3.2 M 114	Senvion	93	114	105,2/104,2	3200	kW Nennleist. Rotor.	519021	6058090	30052014	14042015	in Betrieb	59174328020	0007	3012023	LLUR SH, Abtl. 7	aktiv		32	54.669817615211294	9.294932777397852	54:40:11.3	9:17:41.8
Schleswig-Flensburg	Wanderup	REpower 3.2 M 114	Senvion	93	114	105,2/105,2	3200	kW Nennleist. Rotor.	519197	6058525	30052014	8042015	in Betrieb	59174328020	0008	3012023	LLUR SH, Abtl. 7	aktiv		32	54.673720195350334	9.297690320371018	54:40:25.4	9:17:51.7
Schleswig-Flensburg	Wanderup	REpower 3.2 M 114	Senvion	93	114	105,2/105,2	3200	kW Nennleist. Rotor.	519104	6058979	30052014	17032015	in Betrieb	59174328020	0009	3012023	LLUR SH, Abtl. 7	aktiv		32	54.67780372968497	9.296277881607399	54:40:40.1	9:17:46.6
Schleswig-Flensburg	Wanderup	REpower 3.2 M 114	Senvion	93	114	105,2/104,2	3200	kW Nennleist. Rotor.	519184	6059376	30052014	19032015	in Betrieb	59174328020	0010	3012023	LLUR SH, Abtl. 7	aktiv		32	54.68136844067717	9.297544646034106	54:40:52.9	9:17:51.2
Schleswig-Flensburg	Wanderup	REpower 3.2 M 114	Senvion	93	114	105,2/104,2	3200	kW Nennleist. Rotor.	518938	6059783	30052014	24032015	in Betrieb	59174328020	0011	3012023	LLUR SH, Abtl. 7	aktiv		32	54.685035365868075	9.293755640123951	54:41:6.1	9:17:37.5
Schleswig-Flensburg	Wanderup	REpower 3.2 M 114	Senvion	93	114	105,2/104,2	3200	kW Nennleist. Rotor.	519344	6059733	30052014	25032015	in Betrieb	59174328020	0012	3012023	LLUR SH, Abtl. 7	aktiv		32	54.68457059945102	9.300049875480017	54:41:4.5	9:18:0.2
Schleswig-Flensburg	Wanderup	REpower 3.2 M 114	Senvion	93	114	105,2/104,2	3200	kW Nennleist. Rotor.	518819	6059260	30052014	9022015	in Betrieb	59174328020	0013	3012023	LLUR SH, Abtl. 7	aktiv		32	54.68033974127556	9.291876084738698	54:40:49.2	9:17:30.8
Schleswig-Flensburg	Weesby	Nordex N163-5.6MW	Nordex	118	163	"HZ /dB(A) | 63/86,7 | 125/92,9 | 250/96,6 | 500/99,2 | 1000/99,9 | 2000/97,4 | 4000/89,8 |SLP=105,0 dB(A)	"	5700	kW Nennleist. Rotor.	507545	6080519			im Gen.Verf.	59177000008	0001	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.87168374935461	9.117573730528726	54:52:18.1	9:7:3.3
Schleswig-Flensburg	Weesby	Enercon E-101	Enercon	99	101	"HZ /dB(A) | 63/86,3 | 125/93,6 | 250/97,1 | 500/98,7 | 1000/97,3 | 2000/94,2 | 4000/74,3 | 8000/1 | SLP=103,7 dB(A)	gemessen"	3000	kW Nennleist. Rotor.	508505	6079136	18102011	13032014	in Betrieb	59177333031	0005	3012023	LLUR SH, Abtl. 7	aktiv		32	54.859239884830565	9.132492612062961	54:51:33.3	9:7:57.0
Schleswig-Flensburg	Weesby	Enercon E-101	Enercon	99	101	"HZ /dB(A) | 63/86,7 | 125/93,4 | 250/96,7 | 500/98,9 | 1000/98,3 | 2000/95,4 | 4000/88,8 | 8000/1 | SLP=104,2 dB(A)	gemessen"	3000	kW Nennleist. Rotor.	508551	6078885	18102011	26032014	in Betrieb	59177333031	0006	3012023	LLUR SH, Abtl. 7	aktiv		32	54.856983462340914	9.133201773830134	54:51:25.1	9:7:59.5
Schleswig-Flensburg	Weesby	Repower 3.2 MW	REpower	93	114	105,2/105,2	3200	kW Nennleist. Rotor.	509612	6078330	1112012	12072013	in Betrieb	59177333044	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.85197664472843	9.149710793087031	54:51:7.1	9:8:59.0
Schleswig-Flensburg	Weesby	Repower 3.2 MW	REpower	93	114	105,2/105,2	3200	kW Nennleist. Rotor.	509812	6077810	5112012	12072013	in Betrieb	59177333044	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.847299725879346	9.152808200281756	54:50:50.3	9:9:10.1
Schleswig-Flensburg	Weesby	REpower 3.2 M 114	REpower	93	114	105,2/105,2	3200	kW Nennleist. Rotor.	509924	6080069	21012014	31102014	in Betrieb	59177333045	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.8675982498626	9.154630076234435	54:52:3.4	9:9:16.7
Schleswig-Flensburg	Weesby	REpower 3.2 M 114	REpower	93	114	105,2/105,2	3200	kW Nennleist. Rotor.	510243	6079899	21012014	15102014	in Betrieb	59177333045	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.86606410147732	9.1595944961366	54:51:57.8	9:9:34.5
Schleswig-Flensburg	Weesby	REpower 3.2 M 114	REpower	93	114	105,2/105,2	3200	kW Nennleist. Rotor.	510596	6079808	21012014	21102014	in Betrieb	59177333045	0003	3012023	LLUR SH, Abtl. 7	aktiv		32	54.86523897148435	9.165091164977675	54:51:54.9	9:9:54.3
Schleswig-Flensburg	Lindewitt	Senvion 3.2M114	Senvion	93	114	105,2 dB(A) / 104,2 dB(A)	3200	kW Nennleist. Rotor.	510822	6060497	15122014	7102015	in Betrieb	59179000004	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.69169172938095	9.167892105374344	54:41:30.1	9:10:4.4
Schleswig-Flensburg	Lindewitt	Senvion 3.2M114	Senvion	93	114	105,2 dB(A) / 99,5 dB(A)	3200	kW Nennleist. Rotor.	511256	6060163	15122014	1102015	in Betrieb	59179000007	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.68868061078915	9.174612244781045	54:41:19.3	9:10:28.6
Schleswig-Flensburg	Lindewitt	Senvion 3.2M114	Senvion	93	114	105,2 dB(A) / 104,2 dB(A)	3200	kW Nennleist. Rotor.	511187	6059776	15122014	12102015	in Betrieb	59179000007	0003	3012023	LLUR SH, Abtl. 7	aktiv		32	54.68520423855519	9.17352702928131	54:41:6.7	9:10:24.7
Schleswig-Flensburg	Lindewitt	Senvion 3.2M114	Senvion	93	114	105,2 dB(A) / 104,2 dB(A)	3200	kW Nennleist. Rotor.	511542	6059972	6012015	28092015	in Betrieb	59179000007	0004	3012023	LLUR SH, Abtl. 7	aktiv		32	54.686957650766274	9.17904133078707	54:41:13.0	9:10:44.5
Schleswig-Flensburg	Lindewitt	Senvion 3.2M114	Senvion	93	114	105,2 dB(A) / 99,5 dB(A)	3200	kW Nennleist. Rotor.	511696	6060279	15122014	21092015	in Betrieb	59179000008	0005	3012023	LLUR SH, Abtl. 7	aktiv		32	54.68971305827727	9.181442496224713	54:41:23.0	9:10:53.2
Schleswig-Flensburg	Lindewitt	Senvion 3.2M114	Senvion	93	114	105,2 dB(A) / 102,3 dB(A)	3200	kW Nennleist. Rotor.	511922	6059885	15122014	21092015	in Betrieb	59179000008	0008	3012023	LLUR SH, Abtl. 7	aktiv		32	54.68616694425357	9.184932362923284	54:41:10.2	9:11:5.8
Schleswig-Flensburg	Lindewitt	Senvion 3.2M114	Senvion	93 	114	105,2 dB(A) / 104,2 dB(A)	3200	kW Nennleist. Rotor.	511303	6059448	15122014	21102015	in Betrieb	59179000009	0006	3012023	LLUR SH, Abtl. 7	aktiv		32	54.68225396194989	9.17531365003049	54:40:56.1	9:10:31.1
Schleswig-Flensburg	Lindewitt	Senvion 3.2M114	Senvion	93	114	105,2 dB(A) / 102,7 dB(A)	3200	kW Nennleist. Rotor.	511651	6059646	15122014	15102015	in Betrieb	59179000010	0007	3012023	LLUR SH, Abtl. 7	aktiv		32	54.6840254296259	9.180719131389942	54:41:2.5	9:10:50.6
Schleswig-Flensburg	Lindewitt	REpower 3.2	REpower	93	114	105,2 dB(A) / 104,1 dB(A)	3200	kW Nennleist. Rotor.	513502	6056959	17122014	30102015	in Betrieb	59179000011	0006	3012023	LLUR SH, Abtl. 7	aktiv		32	54.65983154951799	9.209305652638246	54:39:35.4	9:12:33.5
Schleswig-Flensburg	Lindewitt	REpower 3.2M	REpower	93	114	105,2 dB(A) / 105,2 dB(A)	3200	kW Nennleist. Rotor.	514040	6057119	17122014	16102015	in Betrieb	59179000012	0007	3012023	LLUR SH, Abtl. 7	aktiv		32	54.66125475261595	9.217653255321427	54:39:40.5	9:13:3.6
Schleswig-Flensburg	Lindewitt	NORDEX N133	Nordex	110	133	HZ /dB(A) | 63/84,9 | 125/90,6 | 250/92,9 | 500/93,7 | 1000/95,5 | 2000/96 | 4000/93,7 | 8000/--- | SLP=102 dB(A)	4800	kW Nennleist. Rotor.	510073	6062980	8052020		vor Inbetriebnahme	59179000013	0001	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.71402156858284	9.156357994624393	54:42:50.5	9:9:22.9
Schleswig-Flensburg	Lindewitt	NORDEX N149	Nordex	105	149	HZ /dB(A) | 63/83,7 | 125/89,9 | 250/93,6 | 500/96,2 | 1000/96,9 | 2000/94,4 | 4000/86,8 | 8000/ | SLP=102 dB(A)	5700	kW Nennleist. Rotor.	509668	6062514	8052020		vor Inbetriebnahme	59179000013	0002	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.70984165534681	9.150055949143871	54:42:35.4	9:9:0.2
Schleswig-Flensburg	Lindewitt	NORDEX N149	Nordex	105	149	HZ /dB(A) | 63/84,7 | 125/90,9 | 250/94,6 | 500/97,2 | 1000/97,9 | 2000/95,4 | 4000/87,8 | 8000/ | SLP=103,0 dB(A)	5700	kW Nennleist. Rotor.	510107	6062541	8052020		vor Inbetriebnahme	59179000013	0003	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.71007567429809	9.15687052791626	54:42:36.3	9:9:24.7
