KREIS	Gemeinde	Anlage	Inbetriebnahme	Leistung	Nabenhöhe	Rotordurchmesser	Ostwert	Nordwert	Status
Dithmarschen	Brunsbüttel	0002 - WKA 5 G10/2007/035 Enercon E82	2010	2000 kW Nennleist. Rotor.	98	82	32504611	5972535	in Betrieb
Dithmarschen	Brunsbüttel	0001 - WKA 1 G10/2007/031 Enercon E82	2010	2000 kW Nennleist. Rotor.	98	82	32505505	5972178	in Betrieb
Dithmarschen	Brunsbüttel	0005 - WKA 17 G10/2007/047 Enercon E82	2010	2000 kW Nennleist. Rotor.	98	82	32504779	5972960	in Betrieb
Dithmarschen	Brunsbüttel	0003 - WKA 6 G10/2007/036 Enercon E82	2010	2000 kW Nennleist. Rotor.	98	82	32504387	5972614	in Betrieb
Dithmarschen	Brunsbüttel	0004 - WKA 11 G10/2007/041 Enercon E82	2010	2000 kW Nennleist. Rotor.	98	82	32504734	5972726	in Betrieb
Dithmarschen	Brunsbüttel	0001 - WKA 2 G10/2007/032 Enercon E82	2010	2000 kW Nennleist. Rotor.	98	82	32505288	5972265	in Betrieb
Dithmarschen	Brunsbüttel	0001 - WKA 3 G10/2007/033 Enercon E82	2010	2000 kW Nennleist. Rotor.	98	82	32505073	5972355	in Betrieb
Dithmarschen	Brunsbüttel	0001 - WKA 4 G10/2007/034 Enercon E82	2010	2000 kW Nennleist. Rotor.	98	82	32504848	5972436	in Betrieb
Dithmarschen	Brunsbüttel	0001 - WKA 7 G10/2007/037 Enercon E82	2010	2000 kW Nennleist. Rotor.	98	82	32505586	5972389	in Betrieb
Dithmarschen	Brunsbüttel	0001 - WKA 8 G10/2007/038 Enercon E82	2010	2000 kW Nennleist. Rotor.	98	82	32505377	5972479	in Betrieb
Dithmarschen	Brunsbüttel	0001 - WKA 9 G10/2007/039 Enercon E82	2010	2000 kW Nennleist. Rotor.	98	82	32505159	5972564	in Betrieb
Dithmarschen	Brunsbüttel	0001 - WKA 10 G10/2007/040 Enercon E82	2010	2000 kW Nennleist. Rotor.	98	82	32504945	5972647	in Betrieb
Dithmarschen	Brunsbüttel	0002 - WKA 15 G10/2007/045 Enercon E82	2010	2000 kW Nennleist. Rotor.	98	82	32505214	5972788	in Betrieb
Dithmarschen	Brunsbüttel	0001 - WKA 12 G10/2007/042 Enercon E82	2010	2000 kW Nennleist. Rotor.	98	82	32504517	5972823	in Betrieb
Dithmarschen	Brunsbüttel	0001 - WKA 13 G10/2007/043 Enercon E82	2010	2000 kW Nennleist. Rotor.	98	82	32505679	5972602	in Betrieb
Dithmarschen	Brunsbüttel	0001 - WKA 14 G10/2007/044 Enercon E82	2010	2000 kW Nennleist. Rotor.	98	82	32505470	5972690	in Betrieb
Dithmarschen	Brunsbüttel	0001 - WKA 16 G10/2007/046 Enercon E82	2010	2000 kW Nennleist. Rotor.	98	82	32504997	5972877	in Betrieb
Dithmarschen	Brunsbüttel	0001 - WKA 6 G10/2013/191	2014	2300 kW Nennleist. Rotor.	78	82	32504835	5973788	in Betrieb
Dithmarschen	Brunsbüttel	0005 - WKA G10/2016/030 Enercon E-115	2017	3000 kW Nennleist. Rotor.	92	115,7	32509655	5975442	in Betrieb
Dithmarschen	Brunsbüttel	0002 - WKA G10/2016/027 Enercon E-101	2017	3050 kW Nennleist. Rotor.	99	101	32508950	5976325	in Betrieb
Dithmarschen	Brunsbüttel	0003 - WKA G10/2016/028 Enercon E-101	2017	3050 kW Nennleist. Rotor.	99	101	32509206	5976057	in Betrieb
Dithmarschen	Brunsbüttel	0004 - WKA G10/2016/029 Enercon E-115	2017	3000 kW Nennleist. Rotor.	92	115,7	32509371	5975633	in Betrieb
Dithmarschen	Brunsbüttel	0001 - WKA G10/2016/026 Enercon E-115	2017	3000 kW Nennleist. Rotor.	92	115,7	32508615	5976247	in Betrieb
Dithmarschen	Brunsbüttel	0001 - WKA G10/2016/054		3200 kW Nennleist. Rotor.	93	114	32507680	5974918	vor Inbetriebnahme
Dithmarschen	Brunsbüttel	0001 - WKA1 G10/2014/147 Nordex N100	2016	3300 kW Nennleist. Rotor.	100	99,8	32507473	5975551	in Betrieb
Dithmarschen	Brunsbüttel	0001 - WKA3 G10/2014/149 Nordex N100	2016	3300 kW Nennleist. Rotor.	100	99,8	32507784	5975256	in Betrieb
Dithmarschen	Brunsbüttel	0001 - WKA 2 G10/2014/184 N100/3300	2016	3300 kW Nennleist. Rotor.	100	99,8	32508202	5975756	in Betrieb
Dithmarschen	Brunsbüttel	0001 - WKA 4 G10/2014/186 N100/3300	2016	3300 kW Nennleist. Rotor.	100	99,8	32508498	5975297	in Betrieb
Dithmarschen	Brunsbüttel	0003 - WKA 3 G10/2014/185  N100/3300	2016	3300 kW Nennleist. Rotor.	100	99,8	32508100	5975367	in Betrieb
Dithmarschen	Brunsbüttel	0001 - WKA2 G10/2014/148 Nordex N100	2016	3300 kW Nennleist. Rotor.	100	99,8	32507463	5975236	in Betrieb
Dithmarschen	Brunsbüttel	0001 - WKA 1	2004	1500 kW Nennleist. Rotor.	65	70	32512174	5971396	in Betrieb
Dithmarschen	Brunsbüttel	0002 - WKA 2	2004	1500 kW Nennleist. Rotor.	65	70	32512539	5971405	in Betrieb
Dithmarschen	Brunsbüttel	0001 - WKA 1	1994	500 kW Nennleist. Rotor.	42,3	37	32511982	5971375	in Betrieb
Dithmarschen	Brunsbüttel	0001 - WKA 1	2004	2000 kW Nennleist. Rotor.	60	80	32506117	5975955	in Betrieb
Dithmarschen	Brunsbüttel	0007 - WKA 7	2004	2000 kW Nennleist. Rotor.	60	80	32506538	5975926	in Betrieb
Dithmarschen	Brunsbüttel	0006 - WKA 6	2004	2000 kW Nennleist. Rotor.	60	80	32506804	5975689	in Betrieb
Dithmarschen	Brunsbüttel	0008 - WKA 8	2004	2000 kW Nennleist. Rotor.	60	80	32506357	5976107	in Betrieb
Dithmarschen	Brunsbüttel	0004 - WKA 4	2004	2000 kW Nennleist. Rotor.	60	80	32506772	5975360	in Betrieb
Dithmarschen	Brunsbüttel	0005 - WKA 5	2004	2000 kW Nennleist. Rotor.	60	80	32506990	5975522	in Betrieb
Dithmarschen	Brunsbüttel	0009 - WKA 9	2004	2000 kW Nennleist. Rotor.	60	80	32506587	5976235	in Betrieb
Dithmarschen	Brunsbüttel	0010 - WKA 10	2004	2000 kW Nennleist. Rotor.	60	80	32506850	5976338	in Betrieb
Dithmarschen	Brunsbüttel	0003 - WKA 3	2004	2000 kW Nennleist. Rotor.	60	80	32506518	5975637	in Betrieb
Dithmarschen	Brunsbüttel	0002 - WKA 2	2004	2000 kW Nennleist. Rotor.	60	80	32506311	5975797	in Betrieb
Dithmarschen	Brunsbüttel	0001 - WKA 1 Enercon E66  1,5 MW	1997	1500 kW Nennleist. Rotor.	68	66	32513996	5971819	in Betrieb
Dithmarschen	Brunsbüttel	0001 - WKA 1	2002	2000 kW Nennleist. Rotor.	80	76	32513600	5971660	in Betrieb
Dithmarschen	Brunsbüttel	0001 - WKA 1 Micon M2300 1MW	1997	1000 kW Nennleist. Rotor.	60	54	32513562	5971428	in Betrieb
Dithmarschen	Brunsbüttel	0002 - WKA 2 AN Bonus 1 MW	2000	1000 kW Nennleist. Rotor.	50	52	32513814	5971430	in Betrieb
Dithmarschen	Brunsbüttel	0001 - WKA 1	1995	800 kW Nennleist. Rotor.	60	52	32507077	5973990	in Betrieb
Dithmarschen	Brunsbüttel	0018 - WKA 18 G10/2007/048 Enercon E82	2010	2000 kW Nennleist. Rotor.	98	82	32504289	5972822	in Betrieb
Dithmarschen	Brunsbüttel	0002 - WKA 2 G10/2012/059 Enercon E82 E2 2,3 MW	2013	2300 kW Nennleist. Rotor.	78	82	32505162	5973965	in Betrieb
Dithmarschen	Brunsbüttel	0003 - WKA 3 G10/2012/060 Enercon E82 E2 2,3 MW	2013	2300 kW Nennleist. Rotor.	78	82	32505493	5974142	in Betrieb
Dithmarschen	Brunsbüttel	0004 - WKA 4 G10/2012/061 Enercon E82 E2 2,3 MW	2013	2300 kW Nennleist. Rotor.	78	82	32505586	5973697	in Betrieb
Dithmarschen	Brunsbüttel	0005 - WKA 5 G10/2012/062 Enercon E82 E2 2,3 MW	2013	2300 kW Nennleist. Rotor.	78	82	32505747	5973517	in Betrieb
Dithmarschen	Brunsbüttel	0001 - WKA 1 G10/2012/058 Enercon E82 E2 2,3 MW	2013	2300 kW Nennleist. Rotor.	78	82	32505270	5974480	in Betrieb
Dithmarschen	Brunsbüttel	0001 - WKA G10/2013/137 Enercon E101	2015	3050 kW Nennleist. Rotor.	99	101	32507063	5975264	in Betrieb
Dithmarschen	Brunsbüttel	0001 - WKA 1 G10/2013/176  REpower 3.4 M104	2015	3400 kW Nennleist. Rotor.	80	104	32505594	5974952	in Betrieb
Dithmarschen	Brunsbüttel	0004 - WKA4 G10/2014/150 Nordex N100	2016	3300 kW Nennleist. Rotor.	100	99,8	32507221	5974963	in Betrieb
Dithmarschen	Brunsbüttel	0001 - WKA 1 G10/2014/183 N100/3300	2016	3300 kW Nennleist. Rotor.	100	99,8	32507868	5975625	in Betrieb
Dithmarschen	Diekhusen-Fahrstedt	0003 - WKA E-82 E2 G10/2014/005	2015	2300 kW Nennleist. Rotor.	108	82	32500017	5975491	in Betrieb
Dithmarschen	Diekhusen-Fahrstedt	0001 - WKA E-82 E2 G10/2014/006	2015	2300 kW Nennleist. Rotor.	108	82	32500161	5975226	in Betrieb
Dithmarschen	Diekhusen-Fahrstedt	0001 - WKA G10/2019/080V, Nordex N 149		0 kW Nennleist. Rotor.	105	149	32502683	5978257	im Gen.Verf.
Dithmarschen	Diekhusen-Fahrstedt	0002 - WKA G10/2019/081V, Nordex N 149		0 kW Nennleist. Rotor.	105	149	32502794	5978630	im Gen.Verf.
Dithmarschen	Diekhusen-Fahrstedt	0003 - WKA G10/2019/082V, Nordex N 149		0 kW Nennleist. Rotor.	105	149	32503150	5978480	im Gen.Verf.
Dithmarschen	Diekhusen-Fahrstedt	0008 - WKA 8 G10/2010/114 Enercon E82 E2	2012	2300 kW Nennleist. Rotor.	78,33	82	32500471	5975131	in Betrieb
Dithmarschen	Diekhusen-Fahrstedt	0010 - WKA 10 G10/2010/116 Enercon E82 E2	2012	2300 kW Nennleist. Rotor.	78,33	82	32500285	5975734	in Betrieb
Dithmarschen	Diekhusen-Fahrstedt	0001 - WKA 9 G10/2010/115 Enercon E 82 E2	2012	2300 kW Nennleist. Rotor.	78,33	82	32500376	5975444	in Betrieb
Dithmarschen	Diekhusen-Fahrstedt	0003 - WKA G10/2015/015 Enercon E-115	2016	3000 kW Nennleist. Rotor.	92	115,7	32503626	5977389	in Betrieb
Dithmarschen	Diekhusen-Fahrstedt	0004 - WKA G10/2015/016 Enercon E-115	2016	3000 kW Nennleist. Rotor.	92	115,7	32503511	5976923	in Betrieb
Dithmarschen	Diekhusen-Fahrstedt	0001 - WKA G10/2015/013 Enercon E-115	2016	3000 kW Nennleist. Rotor.	92	115,7	32502766	5977068	in Betrieb
Dithmarschen	Diekhusen-Fahrstedt	0006 - WKA G10/2015/018 Enercon E-115	2016	3000 kW Nennleist. Rotor.	92	115,7	32503938	5976837	in Betrieb
Dithmarschen	Diekhusen-Fahrstedt	0005 - WKA G10/2015/017 Enercon E-115	2016	3000 kW Nennleist. Rotor.	92	115,7	32503837	5977143	in Betrieb
Dithmarschen	Diekhusen-Fahrstedt	0002 - WKA G10/2015/014 Enercon E-115	2016	3000 kW Nennleist. Rotor.	92	115,7	32503207	5977204	in Betrieb
Dithmarschen	Dingen	0001 - WKA 1 / 3XM / 3400 kW	2011	3400 kW Nennleist. Rotor.	80	104	32506700	5978792	in Betrieb
Dithmarschen	Dingen	0001 - WKA 2 / 3XM / 3400 kW	2011	3400 kW Nennleist. Rotor.	80	104	32506392	5978541	in Betrieb
Dithmarschen	Dingen	0001 - WKA 3 / 3XM / 3400 kW	2011	3400 kW Nennleist. Rotor.	80	104	32506116	5978202	in Betrieb
Dithmarschen	Dingen	0001 - WKA 4 / 3XM / 3400 kW	2011	3400 kW Nennleist. Rotor.	80	104	32506818	5978434	in Betrieb
Dithmarschen	Dingen	0001 - WKA 5 / 3XM / 3400 kW	2011	3400 kW Nennleist. Rotor.	80	104	32506349	5977901	in Betrieb
Dithmarschen	Dingen	0001 - WKA 6 / 3XM / 3400 kW	2011	3400 kW Nennleist. Rotor.	80	104	32506696	5978077	in Betrieb
Dithmarschen	Dingen	0001 - WKA 7 / 3XM / 3400 kW	2011	3400 kW Nennleist. Rotor.	80	104	32507110	5978235	in Betrieb
Dithmarschen	Dingen	0001 - WKA G10/2015/004 Senvion 3.4M104	2016	3400 kW Nennleist. Rotor.	80 	104	32506986	5977952	in Betrieb
Dithmarschen	Eggstedt	0001 - WKA 9 Repower 3.2M114 G10/2013/141	2015	3200 kW Nennleist. Rotor.	93	114	32515341	5991117	in Betrieb
Dithmarschen	Eggstedt	0001 - WKA10 Repower 3.2M114 G10/2013/142	2014	3200 kW Nennleist. Rotor.	93	114	32515679	5990825	in Betrieb
Dithmarschen	Eggstedt	0001 - WKA REpower MM82 2,0 MW	2004	2000 kW Nennleist. Rotor.	80	82	32516156	5991348	in Betrieb
Dithmarschen	Eggstedt	0001 - WKA  MM82 2,0 MW	2004	2000 kW Nennleist. Rotor.	80	82	32515915	5991095	in Betrieb
Dithmarschen	Eggstedt	0001 - WKA 2MM92 2,05 MW	2010	2050 kW Nennleist. Rotor.	80	92,5	32515900	5991567	in Betrieb
Dithmarschen	Eggstedt	0001 - WKA 3 REpower  MM92 / 2050 kW	2011	2050 kW Nennleist. Rotor.	80	92,5	32515797	5991317	in Betrieb
Dithmarschen	Eggstedt	0011 - WKA11 Repower 3.2M114 G10/2013/143	2014	3200 kW Nennleist. Rotor.	93	114	32515161	5990832	in Betrieb
Dithmarschen	Eggstedt	0013 - WKA13 Repower 3.2M114 G10/2013/145	2014	3200 kW Nennleist. Rotor.	93	114	32515630	5990540	in Betrieb
Dithmarschen	Eggstedt	0014 - WKA14 Repower 3.2M114 G10/2013/146	2014	3200 kW Nennleist. Rotor.	93	114	32515360	5990249	in Betrieb
Dithmarschen	Eggstedt	0015 - WKA15 Repower 3.2M114 G10/2013/147	2014	3200 kW Nennleist. Rotor.	93	114	32515684	5990168	in Betrieb
Dithmarschen	Eggstedt	0007 - WKA7 Repower 3.4M104 G10/2013/139	2014	3370 kW Nennleist. Rotor.	80	104	32516317	5991619	in Betrieb
Dithmarschen	Eggstedt	0008 - WKA 8 Repower 3.4M104 G10/2013/140	2014	3370 kW Nennleist. Rotor.	80	104	32516573	5991430	in Betrieb
Dithmarschen	Eggstedt	0012 - WKA12 Repower 3.2M114 G10/2013/144	2014	3200 kW Nennleist. Rotor.	93	114	32515124	5990489	in Betrieb
Dithmarschen	Elpersbüttel	0001 - WKA Typ Enercon E 40	1993	500 kW Nennleist. Rotor.	42	40	32501603	5989548	in Betrieb
Dithmarschen	Elpersbüttel	0001 - WKA 1 Nordtank 500	1993	500 kW Nennleist. Rotor.	37	37	32502200	5992203	in Betrieb
Dithmarschen	Elpersbüttel	0001 - WKA  V39/500kW	1994	500 kW Nennleist. Rotor.	40,5	39	32504554	5989534	in Betrieb
Dithmarschen	Elpersbüttel	0001 - WKA Micon M 1100	1994	600 kW Nennleist. Rotor.	44	64,5	32503139	5989244	in Betrieb
Dithmarschen	Elpersbüttel	0001 - WKA NTK 500/41	1995	500 kW Nennleist. Rotor.	50	41	32504104	5991153	in Betrieb
Dithmarschen	Lieth	0001 - WKA G10/2014/135 Vestas V112	2015	3300 kW Nennleist. Rotor.	94	112	32502969	6000045	in Betrieb
Dithmarschen	Friedrichsgabekoog	0009 - WKA Enercon E-66/20.70 101,5 dB	2004	2000 kW Nennleist. Rotor.	65	70	32495574	6001488	in Betrieb
Dithmarschen	Friedrichsgabekoog	0002 - WKA Typ Enercon E40/5.40	1995	500 kW Nennleist. Rotor.	42	40	32495223	6001524	in Betrieb
Dithmarschen	Friedrichsgabekoog	0004 - WKA Typ Enercon E40/5.40	1995	500 kW Nennleist. Rotor.	42	40	32495088	6001150	in Betrieb
Dithmarschen	Friedrichsgabekoog	0005 - WKA Typ Enercon E40/5.40	1995	500 kW Nennleist. Rotor.	42	40	32495489	6001318	in Betrieb
Dithmarschen	Friedrichsgabekoog	0003 - WKA Typ Enercon E40/5.40	1998	500 kW Nennleist. Rotor.	42	40	32495118	6001354	in Betrieb
Dithmarschen	Friedrichsgabekoog	0006 - WKA Typ Enercon E40/5.40	1995	500 kW Nennleist. Rotor.	42	40	32495468	6001160	in Betrieb
Dithmarschen	Friedrichsgabekoog	0007 - WKA Typ Enercon E40/5.40	1995	500 kW Nennleist. Rotor.	42	40	32495436	6000980	in Betrieb
Dithmarschen	Friedrichsgabekoog	0008 - WKA Typ Enercon E40/5.40	1998	500 kW Nennleist. Rotor.	42	40	32495388	6001459	in Betrieb
Dithmarschen	Friedrichsgabekoog	0001 - WKA Enercon E-70 G10/2015/191	2017	2300 kW Nennleist. Rotor.	64	71	32495468	6001675	in Betrieb
Dithmarschen	Friedrichsgabekoog	0001 - WKA Enercon E-70 G10/2015/192	2017	2300 kW Nennleist. Rotor.	64	71	32495210	6001741	in Betrieb
Dithmarschen	Friedrichsgabekoog	0002 - WKA Typ NTK 300/31	1994	300 kW Nennleist. Rotor.	30,8	31	32496897	6000003	in Betrieb
Dithmarschen	Friedrichsgabekoog	0001 - WKA Typ Enercon E-48	2009	800 kW Nennleist. Rotor.	50	48	32496817	6000135	in Betrieb
Dithmarschen	Friedrichsgabekoog	0002 - WKA2  E70 E4 / 2300 kW	2013	2300 kW Nennleist. Rotor.	64	71	32495646	6000863	in Betrieb
Dithmarschen	Friedrichsgabekoog	0001 - WKA1   E70 E4 / 2300 kW	2013	2300 kW Nennleist. Rotor.	64	71	32495461	6000763	in Betrieb
Dithmarschen	Friedrichsgabekoog	0004 - WKA 4 Enercon E-82 E2	2015	2300 kW Nennleist. Rotor.	84,58	82	32497225	6000398	in Betrieb
Dithmarschen	Friedrichsgabekoog	0002 - WKA 2 Enercon E-82 E2	2014	2300 kW Nennleist. Rotor.	84,58	82	32497197	6000890	in Betrieb
Dithmarschen	Friedrichsgabekoog	0001 - WKA 1 Enercon E-82 E2	2014	2300 kW Nennleist. Rotor.	84,58	82	32497443	6000900	in Betrieb
Dithmarschen	Friedrichsgabekoog	0003 - WKA 3 Enercon E-82 E2	2015	2300 kW Nennleist. Rotor.	84,58	82	32497264	6000656	in Betrieb
Dithmarschen	Friedrichsgabekoog	0005 - WKA 5 Enercon E-82 E2	2015	2300 kW Nennleist. Rotor.	84,58	82	32497048	6000232	in Betrieb
Dithmarschen	Friedrichsgabekoog	0001 - WKA E-70 E4 G10/2014/113	2015	2300 kW Nennleist. Rotor.	98,2	71	32495228	6002029	in Betrieb
Dithmarschen	Friedrichsgabekoog	0002 - WKA E-70 E4 G10/2014/114	2015	2300 kW Nennleist. Rotor.	98,2	71	32495428	6001917	in Betrieb
Dithmarschen	Friedrichskoog	0001 - WKA G10/2015/045 Senvion 3.4M 114 (FNO26)	2017	3400 kW Nennleist. Rotor.	93	114	32496398	5983928	in Betrieb
Dithmarschen	Friedrichskoog	0002 - WKA G10/2015/046 Senvion 3.4M 114 (FNO27)	2016	3400 kW Nennleist. Rotor.	93	114	32496491	5983597	in Betrieb
Dithmarschen	Friedrichskoog	0001 - WKA G10/2015/047 Senvion 3.4M 114 (FNO20)	2016	3400 kW Nennleist. Rotor.	93	114	32496119	5984692	in Betrieb
Dithmarschen	Friedrichskoog	0003 - WKA G10/2015/049 Senvion 3.4M 114 (AVK07)	2017	3400 kW Nennleist. Rotor.	93	114	32496548	5984596	in Betrieb
Dithmarschen	Friedrichskoog	0001 - WKA 1 G10/2015/153V		2300 kW Nennleist. Rotor.	64	71	32495953	5983577	im Gen.Verf.
Dithmarschen	Friedrichskoog	0001 - WKA G10/2015/173 E-70 E4 	2017	2300 kW Nennleist. Rotor.	98	71	32496007	5981974	in Betrieb
Dithmarschen	Friedrichskoog	0001 - WKA Enercon E-40	1997	500 kW Nennleist. Rotor.	45	40	32497025	5983424	in Betrieb
Dithmarschen	Friedrichskoog	0001 - WKA Enercon E-40	1997	500 kW Nennleist. Rotor.	45	40	32496200	5984210	in Betrieb
Dithmarschen	Friedrichskoog	0001 - WKA G10/2018/023V Enercon E 115		3200 kW Nennleist. Rotor.	92	115,7	32496107	5985519	im Gen.Verf.
Dithmarschen	Friedrichskoog	0001 - WKA G10/2015/048 (FNO 21) Senvion 3.4M 114	2016	3400 kW Nennleist. Rotor.	93	114	32496262	5984433	in Betrieb
Dithmarschen	Friedrichskoog	0001 - WKA 2 G10/2013/193 REpower 3.2M	2015	3200 kW Nennleist. Rotor.	93	114	32496834	5983942	in Betrieb
Dithmarschen	Friedrichskoog	0001 - WKA 3 G10/2013/194 REpower 3.2M114	2015	3200 kW Nennleist. Rotor.	93	114	32496835	5983639	in Betrieb
Dithmarschen	Friedrichskoog	0001 - WKA 1 G10/2013/192 REpower 3.2M 114	2015	3200 kW Nennleist. Rotor.	93	114	32496918	5984243	in Betrieb
Dithmarschen	Friedrichskoog	0001 - WKA Typ Vestas V-39	1997	500 kW Nennleist. Rotor.	41	39	32495869	5982119	in Betrieb
Dithmarschen	Friedrichskoog	0001 - WKA Typ Enercon E-40	1996	500 kW Nennleist. Rotor.	50	40	32497100	5983623	in Betrieb
Dithmarschen	Friedrichskoog	0003 - WKA Typ Enercon E-70 E4 2,3 MW	2000	2300 kW Nennleist. Rotor.	64	71	32496572	5983086	in Betrieb
Dithmarschen	Friedrichskoog	0002 - WKA Enercon E70 E4 2,3MW	2011	2300 kW Nennleist. Rotor.	64	71	32495727	5983923	in Betrieb
Dithmarschen	Friedrichskoog	0001 - WKA Typ Enercon E-40	1997	500 kW Nennleist. Rotor.	43	40	32495470	5982785	in Betrieb
Dithmarschen	Friedrichskoog	0001 - WKA Typ Enercon E-40	1996	500 kW Nennleist. Rotor.	41	39	32495967	5983551	in Betrieb
Dithmarschen	Friedrichskoog	0001 - WKA Typ Enercon E70-E4	2010	2300 kW Nennleist. Rotor.	64	71	32496108	5983424	in Betrieb
Dithmarschen	Friedrichskoog	0003 - WKA Enercon E70	2011	2300 kW Nennleist. Rotor.	64	71	32494323	5985363	in Betrieb
Dithmarschen	Friedrichskoog	0001 - WKA Typ Enercon E-40	1997	500 kW Nennleist. Rotor.	42	40,3	32495831	5979234	in Betrieb
Dithmarschen	Friedrichskoog	0004 - WKA Enercon E70 E4 / 2300 kW	2012	2300 kW Nennleist. Rotor.	85	71	32494835	5979137	in Betrieb
Dithmarschen	Friedrichskoog	0003 - WKA  Enercon E70 E4 / 2300 kW	2012	2300 kW Nennleist. Rotor.	85	70	32494613	5979159	in Betrieb
Dithmarschen	Friedrichskoog	0004 - WKA 3 Enercon E70 E4 2300kW	2012	2300 kW Nennleist. Rotor.	74	71	32494103	5985270	in Betrieb
Dithmarschen	Friedrichskoog	0002 - WKA 2  Enercon E70 E4 2300kW	2011	2300 kW Nennleist. Rotor.	85	71	32494212	5985136	in Betrieb
Dithmarschen	Friedrichskoog	0004 - WKA 1 G10/2009/100 E70 	2013	2300 kW Nennleist. Rotor.	64	71	32494896	5979922	in Betrieb
Dithmarschen	Friedrichskoog	0008 - WKA 4  G10/2011/001 E70 E4 / 2300 kW	2013	2300 kW Nennleist. Rotor.	85	71	32494939	5979696	in Betrieb
Dithmarschen	Friedrichskoog	0006 - WKA 3  G10/2009/102 E70 	2013	2300 kW Nennleist. Rotor.	85	71	32495264	5978777	in Betrieb
Dithmarschen	Friedrichskoog	0005 - WKA 2 G10/2009/101  E70 	2013	2300 kW Nennleist. Rotor.	85	71	32495210	5978978	in Betrieb
Dithmarschen	Friedrichskoog	0004 - WKA Enercon E-70 E4 (0002)	2011	2300 kW Nennleist. Rotor.	64	71	32495862	5981845	in Betrieb
Dithmarschen	Friedrichskoog	0001 - WKA  Enercon E-70 E4 2,0 MW	2006	2000 kW Nennleist. Rotor.	64	71	32494413	5984836	in Betrieb
Dithmarschen	Friedrichskoog	0002 - WKA Enercon E-70/E4 2,3MW	2009	2300 kW Nennleist. Rotor.	64	71	32494318	5984946	in Betrieb
Dithmarschen	Friedrichskoog	0001 - WKA 1 G40/2005/100 Enercon  E-70 E4;  2 MW	2009	2000 kW Nennleist. Rotor.	64	71	32495013	5979470	in Betrieb
Dithmarschen	Friedrichskoog	0017 - WKA 7 G10/2011/044 Enercon E70 E4	2013	2300 kW Nennleist. Rotor.	64	71	32495427	5981200	in Betrieb
Dithmarschen	Friedrichskoog	0019 - WKA 9 G10/2011/046 Enercon E70 E4	2013	2300 kW Nennleist. Rotor.	64	71	32495101	5981539	in Betrieb
Dithmarschen	Friedrichskoog	0013 - WKA 3 G10/2011/040 Enercon E70 E4	2013	2300 kW Nennleist. Rotor.	64	71	32495430	5980985	in Betrieb
Dithmarschen	Friedrichskoog	0018 - WKA 8 G10/2011/045 Enercon E70 E4	2013	2300 kW Nennleist. Rotor.	64	71	32495277	5981359	in Betrieb
Dithmarschen	Friedrichskoog	0003 - WKA 10 Typ AN Bonus 600 bleibt	1996	600 kW Nennleist. Rotor.	50	44	32495182	5981199	in Betrieb
Dithmarschen	Friedrichskoog	0011 - WKA 1 G10/2011/038 Enercon E70 E4	2013	2300 kW Nennleist. Rotor.	64	71	32494906	5981575	in Betrieb
Dithmarschen	Friedrichskoog	0012 - WKA 2 G10/2011/039 Enercon E70 E4	2013	2300 kW Nennleist. Rotor.	64	71	32494931	5981369	in Betrieb
Dithmarschen	Friedrichskoog	0014 - WKA 4 10/2011/041 Enercon E70 E4	2013	2300 kW Nennleist. Rotor.	64	71	32495524	5980793	in Betrieb
Dithmarschen	Friedrichskoog	0015 - WKA 5 G10/2011/042 Enercon E70 E4	2013	2300 kW Nennleist. Rotor.	64	71	32495665	5980953	in Betrieb
Dithmarschen	Friedrichskoog	0016 - WKA 6 G10/2011/043 Enercon E70 E4	2013	2300 kW Nennleist. Rotor.	64	71	32495635	5981154	in Betrieb
Dithmarschen	Friedrichskoog	0001 - WKA G40-2005/094 Enercon E-70 E4  2,3  MW 	2009	2300 kW Nennleist. Rotor.	64	71	32494955	5978626	in Betrieb
Dithmarschen	Friedrichskoog	0001 - WKA G40/2007/099  Nordex N90/2300	2009	2300 kW Nennleist. Rotor.	80	90	32496880	5983172	in Betrieb
Dithmarschen	Friedrichskoog	0001 - WKA Typ Enercon E70-E4	2010	2300 kW Nennleist. Rotor.	64	71	32496332	5983244	in Betrieb
Dithmarschen	Friedrichskoog	0001 - WKA G40/2008/071 Enercon E-82 2 MW 	2010	2000 kW Nennleist. Rotor.	78,3	82	32496066	5981673	in Betrieb
Dithmarschen	Friedrichskoog	0002 - WKA G40/2008/072 Enercon E-82 2MW 	2010	2000 kW Nennleist. Rotor.	78,3	82,9	32496441	5981777	in Betrieb
Dithmarschen	Friedrichskoog	0003 - WKA G40/2008/073 Enercon E-82 2 MW	2010	2000 kW Nennleist. Rotor.	78,3	82	32496295	5981576	in Betrieb
Dithmarschen	Friedrichskoog	0002 - WKA 2 Enercon E82-2 MW	2011	2000 kW Nennleist. Rotor.	84,5	82	32494940	5984869	in Betrieb
Dithmarschen	Friedrichskoog	0003 - WKA 3 Enercon E82-2 MW	2011	2000 kW Nennleist. Rotor.	84,5	82	32494753	5984701	in Betrieb
Dithmarschen	Friedrichskoog	0001 - WKA 1  Enercon E82-2 MW	2011	2000 kW Nennleist. Rotor.	84,5	82	32494729	5985032	in Betrieb
Dithmarschen	Friedrichskoog	0001 - WKA Nordex N80 G10/2009/005	2012	2500 kW Nennleist. Rotor.	60	80	32495980	5983799	in Betrieb
